ID;Başlık;Yazar;Yazar ID;İşaretler;Favori mi?;Favori Sayısı;Yorum Sayısı;İçerik;Oluşturulma Tarihi;Güncelleme Tarihi
"83669374";"meditasyon";"deyzicik";"2322661";"share report vote";"Evet";"1";"0";"en basit tabiri ile düşüncelerini izlemektir. tanik olmak diyorlar hint’liler buna. kendi kendinin tanığı. sis perdesi gibi dağilinca zihin, berraklik ve boşluk hali. çabasiz çaba.";"25.11.2018 02:08";""
"85890574";"meditasyon";"my only friend";"1414311";"share report vote";"Evet";"10";"0";"""meditasyona başlayan insanların en yaygın hatalarından biri bunu 'doğru' yapmak, tam bir zihinsel sessizlik sağlamak ya da 'nirvanaya' ulaşmak konusunda endişelenmeleridir. oysa ki asıl önemli olan 'yolculuğa' odaklanmaktır"" ikigai .";"24.01.2019 19:48";"24.01.2019 23:29"
"81777923";"meditasyon";"ay dios mio";"1562479";"share report vote";"Evet";"6";"0";"yıllardır dalga geçtim, inanmadım. ama meditasyon diye bir şey varmıs gerçekten. tüm vücudunda, ellerinde ve ayaklarında hissettiğin serinlik insanın ruhunu da serinletiyor. üzgünsen, yorgunsan, bunaldıysan bir dene, ise yarıyor. sonrası ferahlık, huzur. namaste canım.";"29.09.2018 20:22";"29.09.2018 20:25"
"37160265";"meditasyon";"qurant";"526631";"share report vote";"Evet";"0";"0";"üzerimdeki etkisini yapamadığım zaman daha net anladığım. iki buçuk ay boyunca oluşturduğum sakinliği, istanbul'da iki saatte kaybedebildiğimi gördüm. evet insanlar ara sıra elinde olmadan çizgilerin dışına çıkabiliyor, saçmalayabiliyor, haktır bazı elektrik kesintileri. kimseyi üzmeden tabi ki. taşı bile üzmeyeceksin.";"23.09.2013 20:38";""
"32514057";"meditasyon";"marpione";"40657";"share report vote";"Evet";"8";"0";"her şey düzgün nefes almayı (pranayama) öğrenmekle başlıyor. ilk defa deneyecekseniz amacınız meditasyon değil nefes alma tekniklerini öğrenmek olsun. gerisi zaten geliyor.";"09.03.2013 17:41";""
"26125631";"meditasyon";"sersailles";"42466";"share report vote";"Evet";"6";"0";"""meditasyonun hiçbir lanet olası şeyle ilgisi yok, çünkü ilgisi olduğu tek şey hiçliktir. hiçlik. tamam mı? aklı geliştirmez, çözüp yok eder. benliği geliştirmek mi? unut gitsin, bebeğim. benliği yok eder. egoyu büyük kırılgan kıçıyla vurduğu gibi fırlatır. ne faydası var? hiçbir şeye faydası yok. hiçlik için mükemmel. evet tanrım, hiçliği ciddiyetle ele aldığında, nihai gerçekliği de ciddiyetle ele alırsın. işte o zaman ve tam olarak o zaman evrenin gerçek doğasını kavrıyorsun, mutlak ""mutlak"" ile birleşiyorsun oğlum, ve tüm yaşamın boyunca kıçından duman tütmesinden memnun olmadığın takdirde bulunabileceğin tek yer var."" tom robbins - fierce invalids home from hot climates";"12.11.2011 17:39";""
"49665257";"meditasyon";"golge etme baska ihsan istemez";"1596959";"share report vote";"Evet";"1";"0";".... anladım ki meditasyonun amacı “zihni boşaltmak değil.” amaç sadece yargılamadan zihnin farkında olmak. düşünceler bulutların gökyüzündeki hareketi gibi gelir giderler. bulut yaratmak zihnin doğasıdır. gökyüzü de doğanın kendisi. … chuck lorre productions, 488";"07.03.2015 00:15";""
"47977840";"meditasyon";"ainger";"976903";"share report vote";"Evet";"1";"0";"psikolojik buhranımdan kurtulmak işin başvuracağım yöntem. ilaç tedavisini desteklemiyorum kaçmaya çalışıyorum belki bu işe yarar dedim okuduğum başlıklara binaen. başlıktan gördüğüm kadarıyla da çok ilgilisi ama az bileni var. işinin ehli bir yazar arkadaşın önderliğinde benim gibi bilgisizlere yol gösterilse güzel olabilir.";"29.12.2014 09:06";""
"61632085";"meditasyon";"clarity";"24506";"share report vote";"Evet";"4";"0";"sadece 1 dakika bir mum alevini izleyerek başladım. o 1 dk da kapıcı aidatı, sipariş adetleri, kuaförde yaşadığım bi diyalog, datça, babam... beynime rastgele hücum eden şeyleri görünce nasıl bir deliyle yaşadığımı anladım. ara ara ihmal etsem de devam ediyorum çünkü cidden hayatımı düzene soktu o 1 dakiklar";"09.07.2016 23:35";""
"58976764";"meditasyon";"cmades";"1301578";"share report vote";"Evet";"1";"0";"hiç'e yoğunlaşmaktır. çok zordur. zor olan her şey gibi, harikadır.";"05.03.2016 23:24";""
"57925388";"meditasyon";"empat";"785924";"share report vote";"Evet";"8";"0";"washington post'da yayınlanan bir makaleye göre sadece stresi azaltmakla kalmayıp beyni de değiştirdiği keşfedilmiş. harvard'dan bir nörolog yapmış bu araştırmayı. *** lazar: we found differences in brain volume after eight weeks in five different regions in the brains of the two groups. ın the group that learned meditation, we found thickening in four regions: 1. the primary difference, we found in the posterior cingulate, which is involved in mind wandering, and self relevance. 2. the left hippocampus, which assists in learning, cognition, memory and emotional regulation. 3. the temporo parietal junction, or tpj, which is associated with perspective taking, empathy and compassion. 4. an area of the brain stem called the pons, where a lot of regulatory neurotransmitters are produced. the amygdala, the fight or flight part of the brain which is important for anxiety, fear and stress in general. that area got smaller in the group that went through the mindfulness-based stress reduction program. the change in the amygdala was also correlated to a reduction in stress levels. yani: 1. farkındalığı arttırıyor. 2. öğrenmeye, hafızaya, kavramaya etki eden ve duygusal düzen sağlayan sol hipokampüsü geliştiriyor. 3. bakış açısını, empatiyi ve, şefkati arttırıyor. 4. düzenleyici nörotransmiter maddeleri arttırıyor. 5. ayrıca genel olarak anksiyete, korku ve strese etki eden amigdalayı da küçültüyor. bunlar 8 hafta boyunca her gün 40 dakika meditasyon yapması tavsiye edilmiş kişilerde görülmüş değişiklikler. ortalama olarak ise 27 dakika meditasyon yapmışlar. 10 dakika da aynı etkiyi gösterebilir diyenler var. tabii test edilmesi gerekiyormuş.";"22.01.2016 14:47";""
"67644459";"meditasyon";"ahmethode";"946883";"share report vote";"Evet";"8";"0";"meditasyon sayesinde beynimizin prefrontal korteks kısmı daha aktif hale gelir ki bu kısım problem çözme ve plan yapma görevini üstlenir. amigilada kısmı ise daha küçülür ki bu kısım bize acil durumlarda savaş ya da kaç komutunu veren kısımdır. böylece anskiyete ve stres azalır. ayrıca mutluluk hormonu olarak bilinen seratonin hormunun salınımını arttırır.";"22.04.2017 16:34";""
"69744846";"meditasyon";"30luk";"1251231";"share report vote";"Evet";"3";"0";"pek çok yöntemi olmakla beraber en köklüsü ve yaygını burundan alıp verdiğin nefese odaklanmaktır ve müthiş bir zorluğu vardır çünkü kafa kazan! çünkü beynimizin içinde filler tepişiyor! çünkü içerde gürültücü maymunlar okey oynuyor! ama sabır, çalışma ve istekle içeriyi temizlemek mümkün. hemen tozlanıyor ama o yüzden temizliği hemen hergün yapmak lazım.";"25.07.2017 20:19";""
"117521128";"meditasyon";"souhaiter";"2209375";"share report vote";"Evet";"15";"0";"yıllardır amatörce yaptığım ve iyi gelen meditasyonları artık ileri seviyeye taşımak adına bugünlerde seviye meditasyonlarına başlamıştım. ancak nasıl bir bilinç altı uyanmasıdır bu? kabus gibi bütün kötü anılarım sanki üstüme üstüme gelip beni köşeye sıkıştırıp boğuyorlar gibi bir his. psikoloji seanslarında bilinç altı uyanmaya başlayınca kişi kendini berbat hissedermiş ya onu yaşıyorum galiba. abovv neler çıktı öyle nasıl da ele geçirmiş beni o kötü anılar. sanırım farklı bir frekansa geçişin etkileri bunlar. yani hücrelerim adapte olmaya çalışırken direnç gösteriyor. neyse etki ettiğinin bir göstergesi diyor, acılara yürüyorum ve korkmuyorum sizden kötü kayıtlar.* bu da buraya not düşülsün. edit gelecek. edit : merak edenlere toplu cevap olsun. 8 yıldır beki bisa'nın sesli meditasyonlarından yapıyorum. bende çekim yasasını da çalıştırdığını çok sonra farketmiştim.* son zamanlarda da ayşe tolga'nın seviye meditasyonları 'nı deniyorum. her seviye aralıksız 21 gün şeklinde uygulanıyor. sonuçlarını da paylaşacağım.* hiç ücretli uygulama kullanmadım gerek de duymadım. yazdıklarım ücretsiz uygulamalardır.";"29.12.2020 22:09";"02.01.2021 17:44"
"115276259";"meditasyon";"ismin insanlik hali";"1725731";"share report vote";"Evet";"15";"0";"bunu doğru yapabilmek hayatı hacklemek gibi bir şey bence. 0/0 belirsizliğinde insanlar limitle uğraşırken l'hospital kullanmak gibi. dubaya ulaşmak için yüzmektense o an sadece yüzmek ve zaten bir süre sonra dubaya ulaşmak gibi. biraz zaman ayırıp nefes egzersizleri yapmak, odaklanmak, zihni serbest bırakmak elbette etkilidir ama bahsettiğim bu değil, bahsettiğim hayatı meditasyon tadında yaşamak. kaosun içinde dinginliği bulmak. fikir uçuşmalarını, günlük endişeleri, modern insanın problemlerini bir kenara bırakıp o anı yaşamak, içinde bulunulan zaman dilimine odaklanmak. bu durum hayatı değiştirebilir. bunu yapabilmek kişiye göre değişir tabii ama zihni buna yavaş yavaş alıştırmak mümkün olabilir. bunu üniversitedeyken özel hayatımla ilgili kafamdaki endişelerden sıyrılmak için kendimi ders çalışırken bulduğumda fark ettim. oysa çoğu zaman ders çalışmanın kendisi bir endişe ve stres kaynağı olabilir. sonucuyla ilgili endişeye kapılmadan, o ana odaklanarak ders çalışmak ise meditasyondu. biriyle görüştüğünde o kişiye odaklanmak onla olan sohbetten keyif almak da öyle mesela veya bir filmi odaklanarak izlemek. insan beynine telefon, sosyal medya, saçma insanlar, dünyevi endişeler gibi o kadar çok girdi var ki bu dediğimi yapmak pek kolay olmuyor, birçok insan o anın içinde olamıyor. ama bunu yapınca hayat easy moda geçiyor. kendimi bildim bileli sakin ve huzurluydum aslında ama son 4-5 yıldır ekstra sakinlik var, nabzım 50-60 civarı geziyor. sinirlilik ve endişe yabancı duygular oldu. sanki belirli bir iq'nun üzerinde olduğu halde bir konuyu anlamayan, sakar olan veya bir işi beceremeyen insanların tek sorunu ona odaklanamamasıymış gibi geliyor. dış girdileri ve kafasındaki düşünceleri bir köşeye atıp sakince o duruma odaklansa her şey çözülecekmiş gibi. iş stresi deniyor mesela, benim bir hastaya işlem yaptığım sırada kafamda o iş dışında hiçbir şey olmuyor. dolayısıyla tam tersi hayatımda bir stres kaynağı varsa bile onu kafamdan atma potansiyeline sahip. hatta işlem ters gittiğinde, etraf tam anlamıyla kan revan olduğunda, sonucun ne olacağını düşünmeden o ana odaklı olduğum için çözüm bulmak daha kolay oluyor. en sevdiğim müzik listesini bir şeyler yaparken dinlemektense yatağa uzanıp sadece o müziği hissetmek daha güzel geliyor. spor yaparken düşüncelere dalmaktansa kasların kasılmasını veya esnemesini hissetmek, nefes düzenini ayarlamak, spora odaklanmak gibi. örnekler çoğaltılabilir. tabi doğrusu budur gibi bir şey demiyorum, benim için doğru olan bu oldu.";"07.11.2020 11:40";""
"101404564";"meditasyon";"oztrink";"1069637";"share report vote";"Evet";"3";"0";"ocak çok zorlu geçti. kaygı ve korkuyu azaltma yöntemleriniz var mı? meditasyon günlük rutinimde doktorun yazdığı bir reçeteymiş gibi, nefes almak gibi, ihtiyaçmış gibi(ki öyle) hayatımda olacak. çünkü kontrol edemediğimi düşündüğüm durumlarda sessiz bir alanda sakince oturup, gözlerimi kapattığımda ve nefesimi derinleştirdiğimde kendimi güneş gibi, kuş gibi, bir ağacın yaprağı gibi, çocuk gibi evrenle uyumlu hissedebiliyorum. o an geçmiş ve geleceği düşünüp insanlık etmeyerek, doğanın tüm ahengine ayak uydurabiliyorum. o an “her şey tam da olması gerektiği gibi. her şey yolunda. evren bir akış halinde. özümde neysem oyum.” diyebiliyorum. “korkma, kaygılanacak bir şey yok. güneş nasıl ki aynı şekilde parıldıyorsa, sen de düşünmeden devam et” diyebiliyorum. meditasyon yapmak için hala çabalıyorum: ama meditasyonun kendisi tam bir çabasızlık hali. tam bir bırakma an’ı. ve bazen bırakmaya, zihni arındırmaya her şeyden çok ihtiyacımız var. aylık kararlar silsilesi";"01.02.2020 13:03";"01.02.2020 13:05"
"102112970";"meditasyon";"oztrink";"1069637";"share report vote";"Evet";"6";"0";"yeni başlayanlar için meditasyon";"15.02.2020 09:39";""
"100315715";"meditasyon";"ergo";"1547712";"share report vote";"Evet";"6";"0";"düşünmeyi engelleyecek her türlü şey meditasyondur. illa nefese odaklanmak gerekmez, isterseniz bir mantra tekrarlarsınız zikir gibi, ya da başka bir nesneye odaklanırsınız, ya da iki kaşınız arasına, ya da sadece vücudunuzu veya düşüncelerinizi izlersiniz, ki izlenen düşünceler bir zaman sonra yokolurlar. en kolayı ise tesbih ile nefesi veya bir mantrayı saymaktır. kitap okuyarak, bilimsel çalışarak dünyayı ve kendinizi anlayamazsınız, hakiki ve doğrudan bilgi için mutlaka meditasyona ihtiyaç vardır. o yüzden meditasyon rahatlama gibi yüzeysel amaçlarla değil çok daha ulvi sebeplerle gerçekleştirilir.";"10.01.2020 01:57";""
"109568427";"meditasyon";"lenorre";"2097142";"share report vote";"Evet";"29";"0";"meditasyon, birçok kültür ve dinde uygulanan manevi arınma tekniği olarak biliniyor. örneğin, japonya’da zen, çin’de taoizm, hindistan’da budizm, tibet’te bön olarak bilinen meditasyon, tekniklerine ve inanç sitemlerine göre farklı adlar alıyor. son yıllarda popüler olmakla birlikte, meditasyonun birçok farklı ülkede de yaygınlaştığını görüyoruz. peki, bu kadar esneme hareketleri, nefesimizi izlemek ve çeşitli duruşlar ne işe yarıyor? meditasyon çoğu zaman işe yaramayan bir hareket olarak görülüyor ve bunu yapan kişilerin plesebo etkisinden dolayı arınma, sakinlik veya farkındalık kazandığını hissettiği düşünülüyor. aslında durum bildiğimiz veya önemsemediğimiz gibi değil. bir davranışı tekrar tekrar ortaya koymak, beynimizin değişikliğe uğramasını sağlıyor. bu duruma nöroplastite deniyor. yani beynimiz esnektir ve bu haliyle biçim verilebilen bir organ olarak tanımlanıyor. yapılan araştırmalar, düzenli olarak yapılan meditasyonun stresi azalttığını, kaygı bozuklukları, acı ve uykusuzluk, depresyon belirtilerini en aza indirgediğini ortaya koymuş. peki, bütün bunlar beynimizde hangi değişiklikler sonucunda oluşuyor? 1-gri madde miktarının artması sara lazar, boston’da yaptığı araştırmada, günde 30-40 dk civarında meditasyon yapan ve hiç meditasyon yapmayan 300 insanın beyinlerini incelemiş ve meditasyon yapan bireylerin beyinlerinin pek çok alanında daha fazla gri maddeye sahip olduğunu gözlemlemiş. gri maddenin fazla olması, konsantrasyonumuzun daha yüksek olması ve duygusal dengede kalabilmemiz anlamına geliyor. 2-frontal (ön) lobun gelişmesi frontal lob, hafızanın işleyişi ve karar verme alanı olarak tanımlanıyor. yaşlandıkça işlevi de yavaşlayan frontal lobun meditasyon yapanlarda bu değişime uğramadığı görülmüş. örneğin, 50 yaşında meditasyon yapan kişilerin, 25 yaşındaki kişilerle aynı işlevde frontal loba sahip olduğu yapılan araştırmalarda ortaya konulmuş. 3-hipokampus büyüklüğünün artması düzenli meditasyon hipokampus büyüklüğünü artırıyor. bununla birlikte, öğrenme ve hafızayı geliştiriyor. ayrıca, hipokampüs duygu düzenlemesi için de önemli bir bölüm olduğundan, tssb (travma sonrası stres bozukluğu) ve depresyon gibi durumlarda belirtilerin azalmasında oldukça işe yarıyor. 4-temporoparyetal bölgenin değişmesi bu beyin bölgesi, kulağımızın üzerinde yer alıyor ve bu bölgenin geniş bakış açısı, empati, sevgi ve şefkat duyguları açısından önemli olduğu biliniyor. meditasyon ile birlikte bu bölgenin fonksiyonları olumlu yönde değişiyor. 5-amigdalanın küçülmesi amigdala, beynimizin “mücadele et ya da kaç” olan bölgesi olarak tanımlanıyor. yapılan araştırmalarda gözlemlenen şey, amigdaladaki gri maddenin azalması ile birlikte stresin de azalıyor olması. dolayısıyla stres azaldıkça amigdala küçülüyor. insanların stresli işler yapıyor olmaları veya zorlu problemlerinin hâlâ aynı zorlukta olması bu durumu değiştirmiyor ve buna rağmen amigdalaları küçülüyor. sonuçta amigdaladaki değişim çevrenin değişimine bir tepki değil, insanların çevre ile olan ilişkileri ve reaksiyonlarındaki değişimi ifade ediyor.";"30.06.2020 13:47";""
